"CD_RES_SECTOR","SCORE","RANK","DECILE"
"11002Q10-",0.0911255201701418,6951,4
"11002Q11-",-0.223719270715216,9720,6
"11002Q12-",0.129685003250754,6640,4
"11002Q13-",-0.227324973662822,9751,6
"11002Q14-",0.0731909388279312,7084,4
"11002Q17-",0.984386129016148,1944,2
"11002Q201",-0.520497835263239,12983,7
"11002Q212",-0.794870739301116,16570,9
"11002Q222",-0.88039397072304,18137,10
"11002Q233",-0.845684581021924,17421,10
"11002Q241",-0.896428572306123,18760,10
"11002Q242",-0.876002328678813,18030,10
"11002Q2AA",-0.858276339574084,17651,10
"11002Q2PA",-0.868474404290752,17866,10
"11002Q30-",0.427930455952529,4510,3
"11002R00-",0.604416633202965,3493,2
"11002R01-",0.13737655548531,6575,4
"11002R02-",-0.109167825314273,8634,5
"11002R03-",-0.0993163231322702,8550,5
"11002R04-",-0.0877962612404312,8439,5
"11002R05-",-0.061896795218095,8215,5
"11002R099",1.12762882263261,1515,1
"11002R101",0.32767112239962,5184,3
"11002R110",-0.592619168364283,13896,8
"11002R12-",0.912261794363739,2170,2
"11002R13-",0.19217639505936,6149,4
"11002R172",2.32447424871218,233,1
"11002R180",-0.808279153621201,16781,9
"11002R19-",-0.786385610212543,16446,9
"11002R20-",-0.379740292449415,11369,7
"11002R21-",-0.71223575237678,15480,9
"11002R22-",-0.629741868761123,14368,8
"11002R23-",-0.583116621869319,13775,8
"11002R24-",0.0122780877849086,7585,5
"11002R30-",-0.0078624757767306,7761,5
"11002R31-",0.00531464446152392,7652,5
"11002R32-",-0.395818698600624,11550,7
"11002R33-",-0.0761820688661619,8337,5
"11002R34-",-0.0873610479325451,8434,5
"11002R35-",-0.642406730196213,14519,8
"11002R39-",1.99032610625521,388,1
"11002R401",-0.253444769773463,9988,6
"11002R41-",-0.477003041945199,12434,7
"11002R42-",-0.394539828830753,11539,7
"11002R43-",-0.473497964245692,12390,7
"11002R44-",-0.192000531412672,9444,6
"11002R47-",1.17823396080804,1390,1
"11002S00-",-0.124320671214474,8778,5
"11002S01-",0.0691909713886852,7118,4
"11002S02-",0.0903162125930811,6958,4
"11002S03-",-0.351471530647438,11079,6
"11002S04-",-0.213963501337899,9645,6
"11002S05-",-0.110328655220641,8644,5
"11002S10-",-0.569144188614178,13606,8
"11002S11-",-0.483484113809873,12519,7
"11002S12-",-0.571089652702719,13633,8
"11002S13-",-0.496550981723289,12659,7
"11002S20-",-0.769076981506088,16230,9
"11002S2MJ",-0.86073927641343,17699,10
"11002S30-",0.320728730486965,5229,3
"11002S31-",0.444087863514455,4424,3
"11002S41-",-0.12407477700837,8775,5
"11002S42-",-0.558335132168215,13469,8
"11002S43-",-0.357135868008147,11154,6
"11002T00-",0.283518787971893,5502,3
"11002T01-",0.35282781774464,5003,3
"11002T02-",0.435214248076679,4462,3
"11002T03-",0.22421047399558,5905,4
"11002T04-",-0.653375885210053,14665,8
"11002T05-",-0.0572931618277323,8177,5
"11002T09-",-0.83437960816682,17244,10
"11002T10-",-0.64112222873298,14506,8
"11002T111",-0.842591515647045,17372,10
"11002T12-",-0.747976280723954,15956,9
"11002T13-",-0.817619981724032,16953,10
"11002T14-",-0.65454350751385,14682,8
"11002T180",-0.860369434602299,17692,10
"11002T20-",-0.441936120722729,12046,7
"11002T21-",-0.191015150062039,9426,6
"11002T22-",0.406469984852329,4649,3
"11002T23-",0.027611133715962,7462,4
"11002T24-",0.381413754650751,4831,3
"11002T25-",-0.813375304817358,16876,9
"11002T30-",-0.292979064546041,10410,6
"11002T39-",1.2705395084449,1193,1
"11002T412",-0.848565013693814,17470,10
"11002T42-",-0.771629775470881,16267,9
"11002U00-",-0.449804494271889,12130,7
"11002U01-",-0.142096732410902,8958,5
"11002U02-",-0.203671114622514,9557,6
"11002U03-",-0.0784951350677852,8361,5
"11002U09-",0.476402649227786,4226,3
"11002U10-",-0.457916435237721,12212,7
"11002U11-",-0.697918107195491,15286,9
"11002U20-",-0.126968322349081,8811,5
"11002U21-",-0.00851607921591873,7768,5
"11002U22-",0.453206939119808,4355,3
"11002U30-",-0.590267997392567,13863,8
"11002U31-",-0.170404229672401,9221,5
"11002U32-",-0.855824852414864,17607,10
"11002U33-",-0.781249757632338,16378,9
"11002U40-",-0.678223360776899,15003,8
"11002U41-",-0.656106546624131,14704,8
"11002U43-",-0.624890348832116,14304,8
"11002U47-",-0.753077348434173,16024,9
"11002U57-",-0.074127369923935,8314,5
"11002U5MA",1.82498145827449,504,1
"11002U60-",-0.291036266526554,10388,6
"11002U69-",-0.87707568675702,18062,10
"11002V00-",-0.00504969840314216,7739,5
"11002V01-",0.247851634693894,5741,4
"11002V02-",-0.560084045946757,13488,8
"11002V03-",0.14145782558458,6536,4
"11002V04-",-0.051462945280293,8136,5
"11002V05-",0.315028151550074,5264,3
"11002V07-",-0.812566068260009,16864,9
"11002V099",-0.281641197194483,10291,6
"11002V10-",0.0793286892754178,7044,4
"11002V11-",0.041440585366169,7352,4
"11002V12-",-0.153626013966171,9055,5
"11002V13-",-0.106171720905941,8617,5
"11002V14-",0.026523811814199,7469,4
"11002V19-",-0.847389592751276,17451,10
"11002V20-",-0.313141218201219,10639,6
"11002V21-",1.05826632578596,1717,1
"11002V22-",-0.473704553557717,12393,7
"11002V23-",-0.651401941447511,14630,8
"11002V301",1.73783429071121,580,1
"11002V312",-0.248582960433247,9942,6
"11002V322",-0.858181309992043,17649,10
"11002V373",-0.708727379083552,15441,9
"11004A00-",-0.272344562035788,10187,6
"11004A01-",-0.633142078724269,14408,8
"11004A02-",-0.775750110588568,16315,9
"11004A03-",-0.145422662551456,8989,5
"11004A081",-0.394601423642887,11540,7
"11004A09-",0.0628350907003644,7170,4
"11004A10-",-0.424201736591394,11850,7
"11004A18-",-0.791408028237474,16520,9
"11004A19-",-0.48875843509167,12576,7
"11004A21-",-0.385938977320287,11441,7
"11004A220",-0.438953124478274,12011,7
"11004A23-",-0.862198423220354,17730,10
"11004A242",-0.601703245952629,14008,8
"11004A29-",0.183791523197304,6207,4
"11004B000",-0.451366829118097,12150,7
"11004B010",-0.729349299370088,15706,9
"11004B022",-0.766850071967987,16196,9
"11004B081",-0.723556569802356,15619,9
"11004B090",-0.264600757111804,10115,6
"11004B19-",-0.120402371053815,8729,5
"11005A00-",-0.441848664208547,12044,7
"11005A01-",0.458217323834581,4326,3
"11005A02-",0.0613621209112552,7180,4
"11005A03-",-0.517994553359692,12953,7
"11005A04-",1.4415491865091,903,1
"11005A051",-0.883877127699775,18232,10
"11005A072",-0.320847514900896,10721,6
"11005A093",-0.767270496937009,16201,9
"11005A10-",0.921041863370562,2141,2
"11005A184",-0.627242300016743,14337,8
"11005A191",0.684109814227052,3107,2
"11005A20-",0.52875440362186,3917,3
"11005A211",-0.0111783867820148,7796,5
"11005A22-",0.0367010353253958,7402,4
"11005A232",0.744896756841688,2821,2
"11005A242",-0.825756294082064,17103,10
"11005A25-",-0.894211054170288,18584,10
"11005A30-",-0.123954227729628,8773,5
"11007A00-",0.307243633421341,5321,3
"11007A01-",-0.414659274929573,11747,7
"11007A020",-0.430839274370669,11917,7
"11007A03-",-0.316216387306245,10669,6
"11007A04-",-0.735248352136254,15780,9
"11007A080",-0.219050548669092,9680,6
"11007A09-",-0.431484528033639,11924,7
"11008A00-",-0.559727870268701,13485,8
"11008A01-",-0.410850003397928,11709,7
"11008A020",-0.596999601678759,13953,8
"11008A03-",-0.380090575363265,11370,7
"11008A04-",-0.502002569851658,12737,7
"11008A091",-0.847876596279425,17456,10
"11008A0AA",-0.767074405589951,16198,9
"11008A0BJ",-0.767091209225797,16199,9
"11008A0PA",-0.722210604503003,15597,9
"11008A10-",-0.149081667560449,9018,5
"11008A11-",-0.472627248066078,12375,7
"11008A12-",-0.380545129628105,11377,7
"11008A19-",-0.649091539954491,14602,8
"11008A20-",-0.654747043619403,14687,8
"11008A21-",-0.208660523780386,9604,6
"11008A22-",-0.831737290718034,17203,10
"11008A283",-0.452008031502892,12162,7
"11008A30-",-0.352672925000571,11097,6
"11008A31-",-0.557177099773346,13450,8
"11008A32-",-0.657578456187937,14720,8
"11008A332",-0.844598384571853,17410,10
"11008A381",-0.678358490302089,15006,8
"11008A3MB",-0.769392492200146,16234,9
"11008A3PB",-0.697240489311115,15276,9
"11008A40-",-0.516195743289004,12922,7
"11008A49-",-0.830079956748582,17173,10
"11008A500",-0.864858233772852,17779,10
"11008A510",-0.861970975486541,17726,10
"11008A59-",0.768286564708988,2719,2
"11009A000",-0.362227397673803,11205,6
"11009A01-",-0.290679113606395,10384,6
"11009A02-",0.596715719259616,3536,2
"11009A03-",-0.0374684939520686,8038,5
"11009A042",-0.708366782123522,15430,9
"11009A0AD",-0.679492895981017,15022,9
"11009A0MC",-0.51919364678385,12965,7
"11009A0PD",-0.607145867572276,14079,8
"11009A0QC",0.345630633272465,5058,3
"11009A20-",-0.394633852936902,11541,7
"11009A21-",-0.586956072588405,13824,8
"11009A222",-0.703229460876307,15370,9
"11009A29-",-0.874065237893826,17989,10
"11009A30-",-0.242249782489998,9872,6
"11009A38-",-0.668491621646018,14879,8
"11009A3AB",-0.536520053495791,13191,8
"11009A3PB",-0.286183475405516,10333,6
"11009A49-",0.656624667456676,3240,2
"11009A5AA",0.345872952985799,5056,3
"11009A5PA",-0.125815856742316,8801,5
"11009B00-",-0.314556341099226,10651,6
"11009B01-",-0.582170358116058,13764,8
"11009B02-",-0.0974581891218353,8536,5
"11009B032",-0.427164565616443,11885,7
"11009B08-",-0.307917835367011,10580,6
"11009B091",0.213884261995112,5992,4
"11009B18-",0.135758960191052,6586,4
"11009B19-",-0.0228837784953452,7904,5
"11009B20-",-0.191277969239291,9429,6
"11009B29-",0.422054700551114,4547,3
"11009B2MA",-0.359333266000211,11169,6
"11009B2PA",0.0942978120434207,6927,4
"11009C00-",-0.384599343228887,11425,7
"11009C01-",-0.593817741683191,13909,8
"11009C020",-0.562015297504749,13513,8
"11009C03-",-0.56412100684815,13539,8
"11009C08-",-0.624512333039792,14297,8
"11009C090",-0.771143870367047,16258,9
"11013A00-",-0.131537353645341,8847,5
"11013A01-",-0.689431455440326,15161,9
"11013A02-",-0.79485982156083,16569,9
"11013A03-",-0.728985835406957,15701,9
"11013A040",-0.604530233722052,14045,8
"11013A050",-0.348852782928433,11046,6
"11013A090",-0.352063485914454,11086,6
"11013A101",-0.678754947855122,15012,9
"11013A11-",-0.159842033682158,9124,5
"11013A12-",-0.887837779208716,18380,10
"11013A132",-0.785502583703423,16430,9
"11013A142",-0.730608340264002,15722,9
"11013A181",-0.824629740168372,17078,10
"11013A19-",0.121117088018751,6705,4
"11013A20-",-0.490559013075454,12601,7
"11013A21-",-0.0345112328273729,8008,5
"11016A000",-0.529860771116369,13101,7
"11016A010",-0.547732424378313,13340,8
"11016A021",-0.483043008184254,12513,7
"11016A042",-0.301735733229404,10510,6
"11016A052",-0.167141421937456,9189,5
"11016A091",-0.463233647301368,12275,7
"11016A101",-0.537568558855688,13202,8
"11016A112",-0.458585582795796,12217,7
"11016A180",0.332333605981498,5158,3
"11016A191",0.0523627090382482,7253,4
"11016A1AJ",0.406903151578421,4644,3
"11016A200",-0.566551941194586,13565,8
"11016A262",0.0833976099986573,7011,4
"11016A273",-0.80992490821446,16807,9
"11016A281",-0.520898105778317,12988,7
"11016A291",-0.0978799521921669,8539,5
"11016A300",-0.298595740592097,10479,6
"11016A391",0.0830055386485409,7014,4
"11016A3AJ",-0.00355193771997648,7726,5
"11016A401",-0.521270548904189,12993,7
"11016A412",-0.0868789706378801,8431,5
"11016A501",-0.703982089027973,15376,9
"11016A592",0.0878788392111957,6975,4
"11016A60-",-0.48400642427327,12522,7
"11016A691",0.161597813691341,6383,4
"11018A000",-0.14020830809842,8942,5
"11018A010",-0.127998765593654,8819,5
"11018A021",0.508307515168934,4030,3
"11018A030",-0.251904304882022,9976,6
"11018A042",-0.380658822140883,11379,7
"11018A054",-0.67238082441033,14931,8
"11018A090",-0.896428572306123,18760,10
"11018A101",0.647639742024367,3286,2
"11018A111",1.53944369996007,785,1
"11018A122",0.331872435934786,5159,3
"11018A132",-0.852360573454275,17553,10
"11018A143",0.496676333476718,4102,3
"11018A170",0.74909657124354,2798,2
"11018A1MJ",-0.841890577633859,17359,10
"11021A00-",-0.247924922177395,9932,6
"11021A01-",-0.699186941441439,15315,9
"11021A02-",-0.390434179203464,11498,7
"11021A03-",-0.308337722552956,10588,6
"11021A04-",-0.661024426888176,14782,8
"11021A052",-0.74203528847032,15880,9
"11021A062",-0.669529346944895,14896,8
"11021A081",-0.884861330368728,18270,10
"11021A19-",-0.44065692855485,12031,7
"11022A001",-0.209049619332534,9607,6
"11022A012",-0.860589398126438,17697,10
"11022A02-",-0.558357017744134,13470,8
"11022A032",-0.305971884589041,10558,6
"11022A080",-0.805359678359256,16734,9
"11022A091",-0.886263420300533,18321,10
"11022A10-",-0.373262658309169,11313,7
"11022A11-",-0.544394902794571,13293,8
"11022A120",-0.189295606574456,9402,6
"11022A132",-0.782894557483384,16396,9
"11022A181",-0.876098268294944,18032,10
"11022A19-",-0.604823220265682,14048,8
"11022A201",-0.497243951310184,12665,7
"11022A21-",-0.774256817513248,16291,9
"11022A22-",-0.674868569210489,14972,8
"11022A232",-0.421314690195547,11814,7
"11022A28-",-0.732108215909367,15746,9
"11022A2AA",-0.243758511586299,9889,6
"11022A2MA",-0.777244391802012,16329,9
"11022A30-",-0.0136067728558939,7825,5
"11022A31-",-0.476080922162994,12422,7
"11022A322",-0.727287368616741,15674,9
"11022A382",-0.89060478730292,18476,10
"11022A39-",-0.582514647647845,13768,8
"11022A401",-0.253026558028638,9984,6
"11022A412",-0.433769300164925,11944,7
"11022A423",-0.305948908592435,10556,6
"11022A48-",0.0931552718010531,6939,4
"11022A49-",0.175319971651982,6272,4
"11022A50-",-0.161687574897563,9141,5
"11022A582",1.27121106156992,1190,1
"11022A682",-0.25059236168999,9961,6
"11022A692",-0.727662494698456,15678,9
"11023A00-",-0.225842770388317,9736,6
"11023A01-",-0.616161625190251,14182,8
"11023A02-",-0.795007147963592,16574,9
"11023A03-",0.0167773672661981,7554,5
"11023A04-",0.0756053108065458,7069,4
"11023A050",-0.37793613622587,11352,7
"11023A062",-0.78573824564114,16433,9
"11023A08-",-0.361254483161707,11190,6
"11023A091",1.65896210214304,656,1
"11023A10-",-0.357610229014471,11156,6
"11023A11-",0.338726247019152,5105,3
"11023A122",-0.785022706670456,16423,9
"11023A133",-0.683511530296668,15084,9
"11023A191",-0.174218374492984,9256,5
"11023A200",-0.805099806739162,16728,9
"11023A212",-0.825471022436376,17097,10
"11023A280",-0.671736125135716,14924,8
"11023A291",-0.794257371469148,16560,9
"11023B30-",-0.297793616326014,10467,6
"11023B31-",-0.649750163913274,14607,8
"11023B32-",-0.824995335919745,17085,10
"11023B330",-0.523602604741505,13034,7
"11023B391",-0.615427589185496,14170,8
"11023B40-",-0.484515670359516,12533,7
"11023B49-",-0.63725023827063,14448,8
"11024A00-",0.313048881440943,5276,3
"11024A01-",-0.658077395570245,14727,8
"11024A02-",-0.354349633194473,11122,6
"11024A03-",-0.292679619823981,10406,6
"11024A04-",-0.369995403344906,11283,7
"11024A05-",-0.671152787421672,14913,8
"11024A072",-0.868474404290752,17866,10
"11024A09-",-0.601937676442521,14010,8
"11024A10-",0.0520516430375841,7255,4
"11024A111",0.301712286244352,5364,3
"11024A132",-0.188397388318864,9396,6
"11024A191",-0.164045230912472,9166,5
"11024A1MA",-0.500570653777009,12715,7
"11024A1PA",-0.729028613257286,15702,9
"11024A200",-0.500435761710388,12712,7
"11024A210",-0.719583253669311,15564,9
"11024A220",-0.749626057100315,15978,9
"11024A280",-0.752290165539592,16015,9
"11024A291",-0.668637945738298,14883,8
"11024A30-",-0.437810221440907,12000,7
"11024A412",-0.797741275375596,16619,9
"11024A423",-0.888706743377004,18410,10
"11024A434",-0.870688022130991,17913,10
"11024B00-",-0.146171976301083,8996,5
"11024B012",-0.657614466775438,14722,8
"11024B08-",0.308503661792866,5311,3
"11024B091",-0.450323054564234,12137,7
"11024B190",0.0584844628037466,7199,4
"11025A000",-0.294457338038754,10428,6
"11025A01-",-0.39890499348268,11581,7
"11025A02-",-0.413146775554742,11727,7
"11025A042",-0.740094270434603,15854,9
"11025A053",-0.811462670912857,16831,9
"11025A08-",-0.644614209964097,14547,8
"11025A091",0.342410671044204,5075,3
"11025A184",-0.580810451436391,13747,8
"11025A19-",0.160933209531572,6389,4
"11029A00-",-0.380804568500968,11381,7
"11029A01-",-0.351801600363145,11083,6
"11029A02-",-0.504581074102532,12767,7
"11029A041",-0.340195803725085,10962,6
"11029A07-",0.402645545502783,4675,3
"11029A10-",-0.277356980858269,10231,6
"11029A11-",-0.0743940238873917,8317,5
"11029A12-",-0.529892435789511,13102,7
"11029A13-",-0.746613996450502,15935,9
"11029A14-",-0.780388793996598,16366,9
"11029A172",1.12011661227437,1529,1
"11029A191",-0.823448988632405,17053,10
"11029A201",-0.151910956154102,9039,5
"11029A211",-0.666659876835546,14851,8
"11029A22-",-0.561666469263832,13510,8
"11029A232",-0.0071246720819146,7753,5
"11029A242",-0.779911016291674,16358,9
"11029A282",4.90212023923139,5,1
"11029A301",-0.574134941729423,13666,8
"11029A372",1.29656859322319,1142,1
"11030A00-",0.730288916421848,2883,2
"11030A01-",1.61767833412253,695,1
"11030A02-",0.861459937296161,2366,2
"11030A03-",-0.0165826011824353,7849,5
"11030A091",1.14135660092415,1475,1
"11030A10-",0.819739188570472,2538,2
"11030A17-",-0.412036084876563,11720,7
"11035A000",-0.0861954104288324,8424,5
"11035A01-",-0.40449714253067,11642,7
"11035A022",-0.827321329610229,17129,10
"11035A08-",-0.170518281645744,9222,5
"11035A091",0.14653288796839,6494,4
"11035A10-",-0.410443790697081,11708,7
"11035A20-",-0.548848276273075,13360,8
"11035A29-",-0.226619927118773,9740,6
"11035A30-",-0.699771050652796,15324,9
"11035A39-",0.798143024430127,2612,2
"11035B00-",-0.306111982563877,10562,6
"11035B010",-0.466049206107165,12304,7
"11035B02-",-0.247867635742448,9931,6
"11035B032",-0.662462947700633,14806,8
"11035B043",-0.699991841179946,15327,9
"11035B080",0.346756735667127,5049,3
"11035B091",0.348438792825179,5036,3
"11035B19-",-0.380263764750191,11373,7
"11035B2MA",0.0438589590094041,7328,4
"11035B2PA",1.19436326235787,1352,1
"11035C00-",0.0886886507657333,6969,4
"11035C01-",-0.439890874017206,12021,7
"11035C022",-0.599436388311696,13991,8
"11035C081",-0.477094748012717,12438,7
"11035C09-",0.00210427212163551,7678,5
"11035C19-",0.598137559404411,3527,2
"11035C29-",-0.319048718459795,10703,6
"11035C39-",-0.196276790655002,9481,6
"11035D001",0.0423177603603994,7344,4
"11035D012",-0.0440353490946311,8082,5
"11035D0AA",-0.524372469030514,13041,7
"11035D0PA",-0.333937545949665,10879,6
"11035D10-",-0.156830986254251,9089,5
"11035D19-",-0.792152453925018,16528,9
"11037A01-",-0.37310720221727,11311,7
"11037A02-",0.423773503454801,4535,3
"11037A032",-0.661789404437362,14792,8
"11037A080",0.523955696836196,3945,3
"11037A091",-0.171605320063292,9231,5
"11037A0ON",0.0985939982809257,6888,4
"11037A10-",-0.126351369196098,8805,5
"11037A19-",-0.219709287473352,9688,6
"11037B00-",0.842180209693665,2453,2
"11037B01-",0.328884506505822,5174,3
"11037B022",1.72305253015387,594,1
"11037B091",0.781251191126468,2671,2
"11037C000",-0.459961489989779,12229,7
"11037C010",-0.67398709028825,14959,8
"11037C022",-0.867386810519939,17829,10
"11037C081",-0.340554423684444,10965,6
"11037C090",-0.580553051994101,13744,8
"11037C100",-0.233409528856944,9799,6
"11037C110",-0.581902599275364,13762,8
"11037C12-",-0.499164274001864,12693,7
"11037C180",-0.488840682336193,12578,7
"11037C19-",-0.644575591099452,14545,8
"11037C20-",0.254535152338922,5693,4
"11038A000",0.0729320625020135,7088,4
"11038A010",0.161211557742072,6385,4
"11038A020",-0.392406651713991,11521,7
"11038A030",-0.367658249365718,11265,7
"11038A04-",-0.476359642206425,12425,7
"11038A070",-0.700842165011387,15337,9
"11038A090",0.369010213089119,4901,3
"11038A1AR",-0.598516852053443,13972,8
"11038A1BR",-0.354040043248874,11117,6
"11039A00-",-0.121513711677179,8742,5
"11039A010",-0.463706911319626,12281,7
"11039A02-",-0.339087646852742,10944,6
"11039A03-",-0.59132238798733,13877,8
"11039A04-",-0.682174867470902,15062,9
"11039A081",-0.280369960425509,10280,6
"11039A09-",0.223962756864737,5908,4
"11039A10-",-0.794910876036492,16572,9
"11039A11-",-0.781722843238269,16382,9
"11039A122",-0.799527359644049,16643,9
"11039A20-",-0.622902389120855,14272,8
"11039A21-",0.141127037294617,6539,4
"11039A22-",-0.859344719577128,17671,10
"11039A23-",0.218074883530236,5956,4
"11039A28-",-0.880708107853665,18146,10
"11039A29-",-0.110740942235803,8651,5
"11039B000",-0.408771710197901,11688,7
"11039B01-",-0.837518421746005,17293,10
"11039B02-",-0.861337200508508,17707,10
"11039B032",-0.890174963017789,18462,10
"11039B08-",-0.799660805162237,16646,9
"11039B091",1.4509302745338,888,1
"11039B10-",-0.87216765550089,17941,10
"11039B19-",-0.826791350440722,17117,10
"11040A00-",-0.313032817222697,10636,6
"11040A01-",0.3814257296652,4830,3
"11040A02-",-0.269298672803494,10167,6
"11040A03-",-0.190448307482259,9414,6
"11040A040",0.69547128630646,3046,2
"11040A050",-0.30860015109058,10591,6
"11040A060",-0.138646554716625,8922,5
"11040A072",0.0211489650056512,7517,5
"11040A0AA",-0.340104240480522,10959,6
"11040A0PA",-0.887368050512196,18359,10
"11040A10-",0.172165536164513,6300,4
"11040A11-",-0.790451634668106,16507,9
