"CD_RES_SECTOR","SCORE","RANK","DECILE"
"11004B081",-0.839697845155195,15605,9
"11004B090",-0.474205129043231,12301,7
"11004B19-",0.145755476334894,6461,4
"11005A00-",-0.420632045928318,11739,7
"11005A01-",-0.0241056524989612,7932,5
"11005A02-",0.517086606440835,3903,3
"11005A03-",-0.225563934287824,9826,6
"11005A04-",1.35990509571037,1003,1
"11005A072",0.242647294917349,5720,4
"11005A093",-1.06377325252945,17221,10
"11005A10-",0.515189561216311,3915,3
"11005A184",-0.505602187619072,12637,8
"11005A191",1.051635315073,1661,1
"11005A20-",0.0699100711278725,7079,4
"11005A211",-0.274205831405019,10282,6
"11005A22-",-0.648530995686184,13958,8
"11005A232",0.185858015613821,6132,4
"11005A242",-1.1447910924474,17633,10
"11005A30-",-0.563704292434844,13178,8
"11007A00-",-0.122568139359945,8829,5
"11007A01-",-0.492257233823778,12495,7
"11007A020",-0.441629062753373,11971,7
"11007A03-",-0.693849611475944,14382,9
"11007A04-",-0.949147777151367,16448,10
"11007A080",-0.339026405505732,10912,7
"11007A09-",0.161025344655872,6328,4
"11008A00-",-0.725345190794953,14637,9
"11008A01-",-0.521092451472876,12783,8
"11008A020",-0.679376566461037,14251,8
"11008A03-",-0.742027787034803,14789,9
"11008A04-",-0.722556466356017,14616,9
"11008A062",-0.802929631112137,15301,9
"11008A08-",-1.0262465585985,16992,10
"11008A091",-1.23238040530524,17846,10
"11008A10-",-0.455078882659741,12105,7
"11008A11-",-0.813699832247593,15388,9
"11008A12-",-0.732607983467917,14696,9
"11008A19-",-1.11013118396452,17479,10
"11008A20-",-0.895471700767938,16018,9
"11008A21-",-0.469225392264935,12251,7
"11008A22-",-0.929191698723899,16299,10
"11008A283",-1.12204232738697,17543,10
"11008A30-",-0.297045033189351,10501,6
"11008A31-",-0.60683309284667,13574,8
"11008A32-",-0.566807174491294,13211,8
"11008A332",-1.13753476908184,17605,10
"11008A381",-0.371298173779775,11248,7
"11008A39-",-0.907425328949858,16109,9
"11008A40-",-0.777235095907734,15075,9
"11008A49-",-1.15811609362448,17680,10
"11008A500",-1.11586972993522,17507,10
"11008A510",-1.13671986559284,17601,10
"11008A59-",-1.24511857441799,17862,10
"11009A000",-0.415580234202588,11683,7
"11009A01-",-0.251417711593482,10092,6
"11009A02-",-0.79629399394233,15242,9
"11009A03-",-0.63104831382923,13800,8
"11009A042",-0.926928247501573,16275,10
"11009A081",-0.718039627061888,14588,9
"11009A090",-0.303356382338345,10560,6
"11009A20-",-0.54262981800024,12990,8
"11009A21-",-0.901323093931465,16063,9
"11009A222",-0.889658213875125,15969,9
"11009A29-",1.17161050074603,1360,1
"11009A30-",-0.463944833174424,12196,7
"11009A38-",0.275555443381862,5494,4
"11009A390",-0.213908268984058,9715,6
"11009A49-",-0.249281902265606,10069,6
"11009A583",-0.453321119528408,12092,7
"11009B00-",-0.226468630739193,9839,6
"11009B01-",-0.43785100136444,11932,7
"11009B02-",-0.347359006526432,11011,7
"11009B032",-0.739081800729191,14763,9
"11009B08-",-0.437762985303257,11931,7
"11009B091",-0.335779000322279,10880,7
"11009B18-",-0.595493492024916,13470,8
"11009B19-",0.187488866828295,6108,4
"11009B20-",-0.208774513444262,9668,6
"11009B28-",-0.324389264721983,10770,7
"11009B29-",-0.0694917196469989,8342,5
"11009C00-",-0.477775787619075,12333,7
"11009C01-",-0.713754946944311,14555,9
"11009C020",-0.665660993838311,14114,8
"11009C03-",-0.682545368176569,14278,8
"11009C08-",-0.584795909729679,13377,8
"11009C090",-0.866360757166266,15794,9
"11013A00-",-0.410630490450831,11630,7
"11013A01-",-0.820419498650467,15442,9
"11013A02-",-1.0894958807311,17377,10
"11013A03-",-0.938072272459376,16362,10
"11013A040",-0.90511772761513,16092,9
"11013A050",-0.756534750278452,14908,9
"11013A101",-1.08778158070449,17368,10
"11013A11-",-0.54188468516806,12979,8
"11013A12-",-1.26082381866952,17877,10
"11013A132",-1.04415789221741,17099,10
"11013A142",-1.0971847077715,17417,10
"11013A181",-0.560203572008099,13135,8
"11013A19-",-0.507850117678461,12658,8
"11013A20-",-0.84669043309676,15658,9
"11013A21-",-0.449491793438315,12057,7
"11016A000",-0.625919788928518,13766,8
"11016A010",-0.565770733239235,13201,8
"11016A021",-0.801076881704279,15278,9
"11016A042",-0.279646764818879,10334,6
"11016A052",-0.741743341805929,14782,9
"11016A091",-0.541922199707088,12981,8
"11016A101",-0.496736713163973,12545,8
"11016A112",-0.483919441008167,12405,7
"11016A162",-0.653589686369954,14000,8
"11016A180",0.150628229019446,6419,4
"11016A191",-0.443395790436736,11993,7
"11016A200",-0.408482226280741,11610,7
"11016A262",-0.683672936166991,14292,8
"11016A273",-0.867907402459006,15807,9
"11016A281",-0.562093434880384,13156,8
"11016A291",-0.292930464410762,10459,6
"11016A300",-0.414966156157518,11670,7
"11016A362",0.0875152343118785,6932,4
"11016A391",-0.456235340664938,12120,7
"11016A401",-0.330123152002172,10827,7
"11016A412",-0.0538174776261619,8205,5
"11016A501",-0.811248118357418,15356,9
"11016A592",-0.836385192003075,15573,9
"11016A60-",-0.698793629533777,14430,9
"11016A691",-0.441200974552317,11965,7
"11018A000",-0.329376084707222,10820,7
"11018A010",-0.522955272926925,12797,8
"11018A021",0.145075130480173,6465,4
"11018A030",-0.668223414798483,14140,8
"11018A042",0.88642991324133,2196,2
"11018A054",-0.926031977263205,16267,10
"11018A101",0.300143130922986,5307,3
"11018A111",0.237773637459071,5759,4
"11018A122",-0.16586855608226,9270,6
"11018A132",-1.21715670217317,17825,10
"11018A143",-0.424581811428686,11793,7
"11021A00-",-0.576660242250652,13300,8
"11021A01-",-1.0392141759787,17072,10
"11021A02-",-0.710159518112336,14521,9
"11021A03-",-0.859462298406701,15742,9
"11021A04-",-1.0044361205141,16839,10
"11021A052",-0.46620845410372,12219,7
"11021A062",-0.972730648926998,16621,10
"11021A19-",-0.631264703381457,13805,8
"11022A001",-0.479596367994042,12354,7
"11022A012",-1.04382418011583,17097,10
"11022A02-",-0.701705842802578,14456,9
"11022A032",-0.358506395574473,11115,7
"11022A080",-0.879239356384432,15896,9
"11022A091",-1.13634065879148,17599,10
"11022A10-",-0.639531169058976,13872,8
"11022A11-",-0.560867771681717,13144,8
"11022A120",-0.1453525002083,9048,6
"11022A132",-1.06245109355455,17211,10
"11022A181",-0.843102320417855,15630,9
"11022A19-",-0.67056546003143,14168,8
"11022A201",-0.501724587453622,12595,8
"11022A21-",-0.969244773117539,16595,10
"11022A22-",-0.891138993035172,15990,9
"11022A232",-0.659146990628098,14060,8
"11022A28-",-1.02858646585864,17008,10
"11022A29-",-0.801538547695639,15284,9
"11022A30-",-0.568182510777573,13224,8
"11022A31-",-0.607631349917445,13585,8
"11022A322",-0.913024544911593,16151,10
"11022A382",-1.11283470364381,17491,10
"11022A39-",-0.447362993494195,12032,7
"11022A401",-0.659055946503897,14059,8
"11022A412",-0.69389966223586,14385,9
"11022A423",-0.407628714888596,11598,7
"11022A48-",-0.245771162016583,10033,6
"11022A49-",-0.0235967129213976,7926,5
"11022A50-",-0.252071762361143,10097,6
"11022A582",0.186783329356204,6118,4
"11022A682",-0.846217860824191,15656,9
"11022A692",-1.00656762900656,16855,10
"11023A00-",-0.212761794646011,9705,6
"11023A01-",-0.887802975985832,15954,9
"11023A02-",-0.752772029753106,14878,9
"11023A03-",-0.0447937482844581,8116,5
"11023A04-",-0.1406268378337,9005,6
"11023A050",-0.409707410855673,11621,7
"11023A062",-1.04598951672775,17110,10
"11023A08-",-0.311193855445583,10654,6
"11023A091",-0.00911219687817445,7795,5
"11023A10-",-0.370740353665956,11236,7
"11023A11-",0.402165720289331,4622,3
"11023A122",-0.975989266365629,16646,10
"11023A133",-0.929431034443164,16301,10
"11023A191",-0.613504621326653,13651,8
"11023A200",-1.0485660545183,17128,10
"11023A212",-1.10767647835838,17468,10
"11023A280",-0.796698158316084,15245,9
"11023A291",-1.07324636383648,17270,10
"11023B30-",-0.816193993317242,15413,9
"11023B31-",-0.987260061639112,16725,10
"11023B32-",-1.08379412040562,17334,10
"11023B330",-0.797634898608588,15249,9
"11023B391",-0.857307414058269,15720,9
"11023B40-",-0.7426121612691,14795,9
"11023B49-",-0.990871709140322,16749,10
"11024A00-",-0.142897695978755,9021,6
"11024A01-",-0.901534187205802,16065,9
"11024A02-",-0.522013761735042,12787,8
"11024A03-",-0.482962721484293,12394,7
"11024A04-",-0.887842930832482,15955,9
"11024A05-",-0.69388124641055,14384,9
"11024A072",0.223797468704374,5867,4
"11024A09-",-1.04570686739236,17108,10
"11024A10-",-0.285755798158446,10394,6
"11024A111",-0.114173998694725,8759,5
"11024A132",-0.399277965130276,11523,7
"11024A181",-0.768435379571693,15020,9
"11024A191",-0.32401319421018,10767,7
"11024A200",-0.801241985970772,15280,9
"11024A210",-0.985105493309309,16714,10
"11024A220",-1.01128163504488,16895,10
"11024A280",-0.832183485047694,15529,9
"11024A291",-0.647387697797548,13948,8
"11024A30-",-0.764489537486416,14984,9
"11024A412",-1.06733574601892,17239,10
"11024A423",-1.12949947066094,17582,10
"11024A434",-1.20857364730707,17811,10
"11024B00-",-0.0989110579730486,8609,5
"11024B012",-0.809399834501899,15338,9
"11024B08-",0.136743150998843,6528,4
"11024B091",-0.694766886620043,14392,9
"11024B190",-0.112980868882442,8742,5
"11025A000",-0.474032653926868,12299,7
"11025A01-",-0.807519510682694,15322,9
"11025A02-",-0.657714229057931,14047,8
"11025A042",-0.92614251439527,16269,10
"11025A053",-1.12087505210089,17537,10
"11025A08-",-1.04730087685262,17117,10
"11025A091",-0.251222585661216,10089,6
"11025A184",-0.904827366996514,16087,9
"11025A19-",-0.439746305591035,11951,7
"11029A00-",-0.582262619977062,13345,8
"11029A01-",-0.467938700599398,12236,7
"11029A02-",-0.907492112986806,16110,9
"11029A041",-0.340958763470666,10936,7
"11029A07-",-0.706516876507562,14498,9
"11029A10-",-0.491588976477251,12488,7
"11029A11-",-0.560866969871991,13143,8
"11029A12-",-0.949195089839852,16450,10
"11029A13-",-1.07707735049335,17290,10
"11029A14-",-0.980850631254449,16682,10
"11029A172",0.259746605893417,5608,4
"11029A18-",-0.339032579030783,10913,7
"11029A191",0.288186038525988,5427,4
"11029A201",-0.184726910935549,9435,6
"11029A211",-1.0373445276742,17059,10
"11029A22-",-1.06885021579014,17249,10
"11029A232",-0.565391841742958,13194,8
"11029A242",-1.14431019821823,17631,10
"11029A301",-0.877427180232543,15882,9
"11030A00-",0.266270980447237,5558,4
"11030A01-",0.0609017304818488,7160,4
"11030A02-",-0.166223901557371,9273,6
"11030A03-",-0.285531818000669,10392,6
"11030A091",-0.650164100406825,13963,8
"11030A10-",0.690142247979181,2976,2
"11030A17-",0.0106870416777459,7602,5
"11035A000",-0.317822903841148,10711,6
"11035A01-",-0.759103331737917,14935,9
"11035A022",-1.07258625591552,17266,10
"11035A08-",-0.890085128029044,15977,9
"11035A091",-0.358510184363629,11116,7
"11035A10-",-0.396695165677073,11495,7
"11035A20-",-0.409608948623357,11620,7
"11035A29-",-0.462257869016166,12186,7
"11035A30-",-0.157868399832752,9181,6
"11035A39-",-0.761936291199253,14956,9
"11035B00-",-0.121413457588804,8814,5
"11035B010",-0.0780543689809712,8423,5
"11035B02-",-0.675674664866383,14222,8
"11035B032",-0.503443615741748,12612,8
"11035B043",-0.881611951381972,15912,9
"11035B080",-0.834031650737272,15551,9
"11035B091",-0.00565337694770875,7768,5
"11035B19-",-0.14339314267586,9025,6
"11035B29-",-0.239381732285908,9960,6
"11035C00-",-0.0952701100223564,8584,5
"11035C01-",-0.653178539888999,13997,8
"11035C022",-0.560572909002916,13140,8
"11035C081",-1.00415531249244,16837,10
"11035C09-",-0.478366555450862,12339,7
"11035C19-",-0.161789434415647,9221,6
"11035C29-",1.28641248373563,1130,1
"11035C39-",-0.347824111371676,11013,7
"11035D001",-0.081340898301798,8455,5
"11035D012",-0.0119235044656438,7822,5
"11035D091",-0.151320129138564,9108,6
"11035D10-",-0.428267289739841,11830,7
"11035D19-",-0.783968269993448,15135,9
"11037A00-",0.026299297009007,7466,5
"11037A01-",-0.873466266940511,15857,9
"11037A02-",0.0140148719208328,7567,5
"11037A032",-0.637728890822669,13854,8
"11037A080",0.815990646629634,2445,2
"11037A091",-0.169928032399265,9300,6
"11037A10-",-0.367708336668047,11208,7
"11037A19-",-0.428612989083696,11837,7
"11037B00-",0.692636067183988,2957,2
"11037B01-",-0.736796139642024,14746,9
"11037B022",0.678576827571874,3043,2
"11037B091",1.04442951815231,1677,1
"11037C000",-0.742678741451599,14796,9
"11037C010",-0.908830147913643,16117,9
"11037C022",-0.914931543566256,16164,10
"11037C081",-0.00747648214717175,7783,5
"11037C090",-0.168710517780305,9292,6
"11037C100",-0.891477155890262,15993,9
"11037C110",-0.63204470684413,13810,8
"11037C12-",-0.939804552249212,16377,10
"11037C180",-0.765869365549482,14998,9
"11037C19-",-0.646881345349935,13944,8
"11037C20-",-0.220412191523686,9779,6
"11038A000",-0.335256963390013,10873,7
"11038A010",-0.354478196099299,11078,7
"11038A020",-0.834816684254084,15561,9
"11038A030",-0.798367533336181,15262,9
"11038A04-",-0.855144397102874,15704,9
"11038A070",-0.777382166577342,15080,9
"11038A090",0.494058296962089,4054,3
"11038A110",-0.90727349715559,16107,9
"11039A00-",-0.343294817718318,10964,7
"11039A010",-0.655407081248319,14023,8
"11039A02-",-0.531558427953886,12882,8
"11039A03-",-0.848085878423188,15664,9
"11039A04-",-0.711557050173869,14536,9
"11039A081",-0.57765105421069,13312,8
"11039A09-",-0.543915545959755,12997,8
"11039A10-",-1.00780887140128,16868,10
"11039A11-",-1.03321655378204,17036,10
"11039A122",-1.12643329144409,17566,10
"11039A20-",-0.960627990648333,16542,10
"11039A21-",-0.395497415779263,11487,7
"11039A22-",-1.09328272261974,17401,10
"11039A23-",-0.20142947234565,9599,6
"11039A28-",-1.22035683814006,17831,10
"11039A29-",0.114955745952157,6709,4
"11039B000",-0.58621725672726,13390,8
"11039B01-",-1.07261545562001,17267,10
"11039B02-",-1.14805236909281,17647,10
"11039B032",-1.19978456887706,17792,10
"11039B08-",-1.03744513607175,17060,10
"11039B091",0.0246302450451723,7482,5
"11039B10-",-1.17922703951017,17746,10
"11039B19-",-1.18502044060668,17755,10
"11040A00-",-0.48323302008246,12397,7
"11040A01-",-0.158162387488712,9183,6
"11040A02-",-0.792109484975017,15207,9
"11040A03-",-0.122572820697097,8830,5
"11040A040",0.04089019651273,7338,5
"11040A050",-0.540262062526766,12957,8
"11040A060",-0.720844606102282,14609,9
"11040A072",-0.0926436279219051,8565,5
"11040A080",-0.999795363796604,16805,10
"11040A091",0.501107557073367,4007,3
"11040A10-",-0.244508828876035,10023,6
"11040A11-",-1.02705519839378,16995,10
"11040A12-",-1.0266857329876,16994,10
"11040A13-",-0.949315668053063,16454,10
"11040A14-",-1.09166260697938,17390,10
"11040A182",-1.09190194821761,17392,10
"11040A191",-1.1325592820633,17590,10
"11040A201",-0.43062436302825,11855,7
"11040A211",-1.0052187782923,16849,10
"11040A222",-0.827439195701633,15493,9
"11040A232",-0.203945568667102,9618,6
"11040A242",-1.12285925551239,17548,10
"11040A253",-0.00482902333588323,7751,5
"11040A27-",-0.39683405854396,11498,7
"11040A291",-0.680201773714637,14260,8
"11040A30-",-0.773854822069558,15056,9
"11040A312",-0.52001580947093,12778,8
"11040A322",-0.953306061034628,16483,10
"11040A391",-0.925903602963158,16265,10
"11040A40-",-0.500436632090891,12582,8
"11040A410",0.0787434741417976,7012,4
"11040A480",-0.95093555221463,16465,10
"11040A50-",-1.13810188504318,17609,10
"11040A67-",-0.39932516870145,11525,7
